"reference","start","end","identity"
"ref5","5357","5371","84"
"ref5","9291","9405","82"
"ref5","9605","9840","100"
"ref4","9301","9519","92"
"ref5","4908","4950","97"
"ref5","4183","4241","80"
"ref5","9738","9816","96"
"ref1","4891","5088","91"
"ref1","5168","5355","90"
"ref5","7983","8083","100"
"ref4","1995","2025","92"
"ref3","865","1019","86"
"ref2","7385","7467","84"
"ref5","475","544","94"
"ref1","6804","7642","80"
"ref3","1212","1795","98"
"ref2","1017","1458","95"
"ref5","2021","2139","95"
"ref2","8574","8645","89"
"ref3","349","428","100"
"ref1","1334","1471","81"
"ref4","7879","8046","94"
"ref5","3433","3507","90"
"ref3","8177","8199","89"
"ref2","9021","9167","97"
"ref5","5687","5708","87"
"ref3","266","280","92"
"ref3","8205","8362","91"
"ref3","1661","1755","93"
"ref3","6007","6018","81"
"ref5","5557","5868","96"
"ref4","1294","1581","89"
"ref2","2654","2663","95"
"ref3","8099","8148","99"
"ref3","9386","9509","94"
"ref1","834","892","92"
"ref2","2453","2998","80"
"ref4","8597","8774","80"
"ref5","701","854","83"
"ref5","6601","6651","93"
"ref5","2856","2904","81"
"ref5","6896","6930","94"
"ref2","7657","7865","92"
"ref4","4985","5125","94"
"ref2","3517","3682","95"
"ref4","4847","5007","96"
"ref5","9708","9817","95"
"ref4","3024","3095","99"
"ref3","3864","4130","93"
"ref1","5599","5640","90"
"ref3","101","415","88"
"ref3","7053","7129","90"
"ref1","2648","2666","96"
"ref4","3154","3406","99"
"ref2","2396","2420","95"
"ref5","2213","2277","85"
"ref4","5783","5959","97"
"ref2","6911","7910","80"
"ref2","8792","8838","90"
"ref3","3376","3519","87"
"ref1","6373","6397","98"
"ref5","2396","2516","92"
"ref2","8314","8356","88"
"ref5","8126","8163","99"
"ref4","7760","7858","91"
"ref2","6416","6792","83"
"ref4","6764","6795","89"
"ref1","2539","2784","82"
"ref2","9278","9356","91"
"ref3","5849","5928","81"
"ref1","2204","2329","86"
"ref5","9779","9886","97"
"ref5","3337","3505","87"
"ref2","4950","4985","85"
"ref3","6488","7487","100"
"ref5","3505","3796","88"
"ref4","6988","7029","86"
"ref1","3478","3540","88"
"ref4","4285","4443","82"
"ref2","3680","4100","87"
"ref3","5949","5995","98"
"ref2","6340","6357","97"
"ref5","84","375","87"
"ref3","9126","9159","85"
"ref1","6927","7063","83"
"ref4","1278","1305","87"
"ref3","4454","5453","82"
"ref3","2193","2443","81"
"ref5","8431","8473","91"
"ref2","2827","2899","92"
"ref4","4026","4041","80"
"ref4","3094","3158","93"
"ref1","9368","9494","84"
"ref1","1886","1983","92"
"ref2","8912","8926","81"
"ref1","2425","2527","99"
"ref5","2619","2791","88"
"ref3","1798","1897","95"
"ref4","3873","3981","82"
"ref1","6037","6211","87"
"ref2","6481","6544","83"
"ref4","6622","6652","80"
"ref5","8874","9006","87"
"ref3","3669","3722","95"
"ref3","9531","9558","87"
"ref4","5745","5808","98"
"ref5","7368","7479","94"
"ref4","4348","4398","98"
"ref3","1549","1666","99"
"ref3","3003","3024","81"
"ref4","4789","4936","91"
"ref2","6631","6773","100"
"ref2","7130","7674","87"
"ref1","156","219","87"
"ref2","9744","9784","89"
"ref3","8095","8173","98"
"ref5","7937","7997","99"
"ref1","290","418","86"
"ref1","9566","9699","100"
"ref1","232","254","97"
"ref4","2871","2886","95"
"ref3","3742","4041","89"
"ref1","6499","6616","81"
"ref5","7555","7596","87"
"ref3","6391","6406","94"
"ref5","2037","2660","94"
"ref5","7455","7480","84"
"ref5","6282","6481","92"
"ref4","3705","3761","87"
"ref1","644","924","90"
"ref3","519","644","82"
"ref5","4456","4514","98"
"ref2","7002","7019","86"
"ref5","9783","9804","86"
"ref1","2064","2143","85"
"ref4","5057","5166","82"
"ref4","7249","7439","83"
"ref3","9060","9119","88"
"ref1","6236","6558","92"
"ref4","8381","8434","87"
"ref1","6218","6244","98"
"ref4","6556","6590","94"
"ref2","4348","4413","100"
"ref2","6299","7298","88"
"ref1","681","838","91"
"ref5","2845","2896","100"
"ref4","244","277","87"
"ref1","3465","3570","89"
"ref2","5391","5406","98"
"ref5","3139","3163","95"
"ref3","3667","3862","90"
"ref3","2523","2567","91"
"ref2","1924","1998","87"
"ref4","6090","6176","100"
"ref2","5780","5835","88"
"ref5","2729","3026","95"
"ref5","6802","6853","91"
"ref5","9496","9585","91"
"ref4","1316","1648","90"
"ref1","2040","2174","88"
"ref3","5088","5190","82"
"ref4","4801","4917","100"
"ref5","7397","7625","86"
"ref4","8488","8670","94"
"ref4","9332","9379","94"
"ref2","211","377","84"
"ref1","4497","4702","90"
"ref2","3096","3570","88"
"ref3","1182","1270","85"
"ref5","7589","7608","95"
"ref1","2349","2402","97"
"ref5","9365","9692","95"
"ref2","1535","1609","88"
"ref2","3760","4379","87"
"ref2","5659","5726","91"
"ref4","7901","8160","100"
"ref2","9","65","96"
"ref5","4132","4230","92"
"ref5","9839","9969","85"
"ref5","5983","6127","97"
"ref5","9352","9469","85"
"ref4","8716","8734","96"
"ref3","2068","2255","83"
"ref5","1598","1871","96"
"ref5","5428","5777","94"
"ref4","1041","1104","95"
"ref4","456","481","81"
"ref3","1470","1654","86"
"ref2","3456","3492","97"
"ref5","3956","4053","85"
"ref5","2811","2859","88"
"ref3","3920","4238","87"
"ref1","7170","7681","84"
"ref4","9","71","98"
"ref2","3364","3532","93"
"ref3","8588","8700","89"
"ref5","9118","9167","83"
"ref4","1971","2028","83"
"ref5","7116","7221","100"
"ref4","5351","5390","85"
"ref1","4485","4617","87"
"ref5","1193","1285","90"
"ref3","9191","9809","100"
"ref5","2566","2646","100"
"ref3","2631","2704","85"
"ref4","9471","9501","90"
"ref1","5718","5973","86"
"ref4","5433","5501","89"
"ref1","7488","7561","89"
"ref3","5480","5519","92"
"ref1","3034","3155","90"
"ref2","7154","7534","83"
"ref4","3321","3422","90"
"ref4","5656","6043","86"
"ref1","2430","2598","83"
"ref5","5953","6125","85"
"ref4","8230","8244","82"
"ref5","6444","6474","91"
"ref3","6722","6789","89"
"ref1","3831","4312","94"
"ref2","8786","8830","96"
"ref1","2784","2850","80"
"ref4","3581","3684","88"
"ref2","6981","7004","85"
"ref1","3602","3752","84"
"ref1","1115","1230","84"
"ref3","8797","8841","98"
"ref2","5326","5556","83"
"ref1","2096","2114","98"
"ref5","1383","1477","85"
"ref4","1994","2251","83"
"ref3","4257","4779","95"
"ref1","8017","8076","88"
"ref3","3060","3089","85"
"ref4","5621","5788","80"
"ref4","2171","2197","98"
"ref4","4314","4333","86"
"ref3","6094","6127","84"
"ref2","8808","9339","88"
"ref5","8669","8720","89"
"ref1","1037","1154","92"
"ref2","6821","6906","88"
"ref4","1472","1517","92"
"ref5","241","332","93"
"ref3","5029","5093","98"
"ref2","1794","1813","89"
"ref3","9067","9149","87"
"ref3","725","1049","88"
"ref5","2494","2570","87"
"ref2","2194","2235","94"
"ref2","1898","1982","80"
"ref4","48","112","91"
"ref5","5518","5589","84"
"ref2","5148","6048","91"
"ref4","3051","3189","99"
"ref4","8514","8649","98"
"ref4","8727","8947","80"
"ref2","3115","4073","92"
"ref1","6459","6472","85"
"ref1","9318","9913","82"
"ref2","6540","7539","89"
"ref4","4201","4242","96"
"ref3","728","871","97"
"ref1","4592","4806","84"
"ref4","423","623","87"
"ref3","4298","4407","95"
"ref3","3511","3572","86"
"ref2","4360","4420","100"
"ref1","5716","5788","100"
"ref3","6198","6216","89"
"ref5","3969","4029","85"
"ref2","3192","3256","86"
"ref5","4362","4632","99"
"ref1","4769","5083","82"
"ref3","5407","5568","94"
"ref3","1839","1918","93"
"ref4","489","528","93"
"ref3","5601","5672","96"
"ref4","329","686","83"
"ref1","569","596","97"
"ref5","2260","2373","89"
"ref1","6585","6636","90"
"ref5","7782","7805","80"
"ref4","775","801","91"
"ref4","4557","5204","98"
"ref2","5988","6010","96"
"ref2","400","596","90"
"ref1","3180","3339","97"
"ref5","4861","4870","98"
"ref5","6169","6208","84"
"ref2","1254","1742","84"
"ref3","6399","6420","93"
"ref5","2331","2517","85"
"ref3","1564","1611","98"
"ref1","3684","4291","87"
"ref2","4621","4809","95"
"ref2","8995","9109","88"
"ref4","2420","2582","82"
"ref1","7013","7083","92"
"ref4","2913","3034","86"
"ref1","6743","6970","88"
"ref2","8228","8535","85"
"ref5","9640","9751","94"
"ref3","4249","4455","95"
"ref5","9681","9716","91"
"ref2","7926","8176","90"
"ref2","804","889","80"
"ref1","585","651","92"
"ref1","937","955","82"
"ref1","7533","7686","93"
"ref1","2075","2317","86"
"ref1","279","378","94"
"ref5","9477","9521","94"
"ref2","8739","8910","93"
"ref1","3053","3423","96"
"ref4","6745","6796","82"
"ref5","9567","9598","98"
"ref2","4431","4732","94"
"ref1","9525","9579","96"
"ref3","4826","4847","89"
"ref2","9195","9228","95"
"ref5","4676","4728","81"
"ref3","6324","6526","80"
"ref2","5889","6792","96"
"ref1","9001","9159","89"
"ref3","1709","1798","97"
"ref1","3975","4082","93"
"ref4","2500","2748","84"
"ref4","9541","9650","98"
"ref5","4594","4851","86"
"ref1","4780","4926","89"
"ref2","7120","7378","84"
"ref1","5869","6868","84"
"ref1","5314","5334","88"
"ref1","6576","6763","81"
"ref5","5848","5992","82"
"ref3","3810","3873","90"
"ref4","6911","7246","81"
"ref5","7523","7676","89"
"ref4","5316","5386","89"
"ref4","9023","9057","88"
"ref1","4049","4100","85"
"ref4","327","396","93"
"ref3","955","1069","80"
"ref1","5944","5950","87"
"ref3","2709","2748","81"
"ref1","7717","7798","91"
"ref2","3239","3332","88"
"ref4","4943","5226","93"
"ref2","196","377","84"
"ref3","1882","1902","82"
"ref2","1190","1311","96"
"ref4","5968","6608","90"
"ref3","9602","9649","91"
"ref4","4284","4302","98"
"ref4","2106","2308","89"
"ref2","3467","3505","95"
"ref1","4117","4195","99"
"ref5","6445","6645","80"
"ref2","5926","6057","90"
"ref2","1614","1633","99"
"ref5","4645","4699","94"
"ref2","2241","2406","90"
"ref3","7444","7965","92"
"ref2","292","406","96"
"ref2","2018","2097","98"
"ref3","8408","8729","95"
"ref2","3499","3606","97"
"ref2","6030","6166","85"
"ref3","8282","8308","91"
"ref2","2866","3028","91"
"ref2","4575","4618","89"
"ref2","853","1001","84"
"ref1","2647","2800","81"
"ref3","5256","5598","84"
"ref5","973","1037","82"
"ref5","1723","1741","85"
"ref4","6599","6717","93"
"ref3","5212","5306","94"
"ref5","2342","2465","81"
"ref5","7514","7697","86"
"ref3","5331","5443","88"
"ref5","3136","3264","95"
"ref2","5075","5323","88"
"ref5","2665","2676","96"
"ref4","4291","4479","99"
"ref5","4011","4204","92"
"ref3","765","828","96"
"ref4","3386","3406","87"
"ref4","7177","7360","80"
"ref5","5912","5961","88"
"ref1","6917","7005","96"
"ref4","4560","4612","92"
"ref5","8837","9180","95"
"ref2","2603","2766","94"
"ref5","6218","6225","95"
"ref4","4254","4317","87"
"ref4","4450","4678","95"
"ref1","3618","3649","83"
"ref1","3852","3928","91"
"ref2","3030","3519","85"
"ref3","8590","8798","93"
"ref4","2452","2541","82"
"ref4","9559","9581","100"
"ref5","5332","5743","100"
"ref5","7586","7878","92"
"ref1","4149","4166","97"
"ref1","9423","9667","89"
"ref5","8647","9049","98"
"ref5","2225","2382","95"
"ref1","1089","1148","89"
"ref2","5819","5835","95"
"ref4","856","1001","80"
"ref1","1129","1210","87"
"ref5","679","879","91"
"ref5","191","499","84"
"ref3","2201","2243","92"
"ref3","922","976","86"
"ref2","3575","3631","83"
"ref4","2667","2689","87"
"ref3","1209","1712","85"
"ref5","6182","6550","94"
"ref1","463","549","100"
"ref3","5557","5806","85"
"ref4","5999","6407","98"
"ref1","3080","3250","97"
"ref2","1515","1615","85"
"ref3","4361","4777","92"
"ref4","2380","2615","84"
"ref4","8230","8354","96"
"ref4","8916","8955","90"
"ref5","5181","5239","93"
"ref3","327","439","89"
"ref2","1492","1661","86"
"ref2","992","1105","94"
"ref5","1129","1308","89"
"ref1","6104","6116","94"
"ref3","5153","5187","83"
"ref2","9584","9789","97"
"ref4","4089","4218","85"
"ref1","2611","2657","92"
"ref5","1466","1488","97"
"ref4","7457","7591","90"
"ref4","2300","2348","85"
"ref1","4417","4493","86"
"ref1","8424","8569","92"
"ref2","3202","3568","82"
"ref3","560","619","81"
"ref5","7180","7277","80"
"ref3","4017","4065","97"
"ref1","6377","6431","91"
"ref2","1052","1105","91"
"ref4","7203","7279","91"
"ref2","3260","3320","96"
"ref2","8130","8266","98"
"ref3","7115","7185","81"
"ref2","8719","8742","93"
"ref4","8385","8516","100"
"ref4","9033","9127","81"
"ref1","3102","4101","90"
"ref5","392","562","82"
"ref2","4583","4876","85"
"ref5","4711","4867","81"
"ref1","2635","2795","93"
"ref2","303","409","90"
"ref1","5186","5231","98"
"ref2","7358","7370","94"
"ref4","9695","9744","85"
"ref5","6708","6820","83"
"ref4","7421","7436","82"
"ref1","4612","4794","84"
"ref4","4605","4744","98"
"ref5","9476","9716","92"
"ref3","3713","3817","95"
"ref4","7316","7824","89"
"ref1","2899","3018","83"
"ref5","2685","2736","99"
"ref4","3976","4109","88"
"ref1","27","212","98"
"ref3","3845","3954","86"
"ref1","3472","3615","82"
"ref5","8218","8259","88"
"ref1","148","177","91"
"ref5","2197","2352","83"
"ref2","9373","9574","91"
"ref4","5084","5586","92"
"ref1","7425","7516","86"
"ref1","294","439","86"
"ref1","859","1091","88"
"ref1","6152","6190","84"
"ref5","3221","3236","82"
"ref5","4724","5001","91"
"ref2","5691","5703","99"
"ref5","2048","2091","96"
"ref4","6361","6511","80"
"ref5","2932","2998","82"
"ref4","6793","6967","97"
"ref1","2976","3018","84"
"ref5","3561","3605","94"
"ref2","5267","5297","95"
"ref5","984","1112","93"
"ref1","4631","4716","84"
"ref4","4372","4386","95"
"ref4","9851","9942","86"
"ref4","6751","6811","94"
"ref4","9326","9429","92"
"ref1","6467","6507","98"
"ref4","4854","4956","96"
"ref5","8602","8672","89"
"ref4","9655","9669","97"
"ref1","1777","1816","96"
"ref2","6950","7026","85"
"ref1","432","547","83"
"ref1","3783","3879","95"
"ref1","1903","2012","97"
"ref2","2185","2246","97"
"ref5","9266","9312","81"
"ref3","6892","6970","88"
"ref2","9461","9646","84"
"ref5","3114","3289","86"
"ref2","2664","2758","93"
"ref2","2893","2974","86"
"ref1","7184","7958","94"
"ref3","8830","9829","100"
"ref4","92","323","93"
"ref4","2720","2815","98"
"ref4","4579","4731","80"
"ref3","4309","4571","90"
"ref1","7328","7428","95"
"ref1","6300","6383","95"
"ref1","3823","3837","90"
"ref4","8704","8761","92"
"ref4","9092","9206","80"
"ref1","1584","1719","95"
"ref5","6816","6867","90"
"ref3","6729","7046","82"
"ref5","4425","4434","92"
"ref4","2132","2265","81"
"ref5","5252","5423","98"
"ref2","1379","1494","89"
"ref4","1","236","95"
"ref3","2561","2576","100"
"ref5","4244","4306","90"
"ref5","248","422","100"
"ref5","9494","9524","81"
"ref5","5983","6476","89"
"ref2","8490","8555","90"
"ref2","9561","9636","91"
"ref1","1794","1890","95"
"ref1","4550","4642","90"
"ref5","633","824","84"
"ref1","2336","2340","84"
"ref5","5689","5734","96"
"ref3","2113","2130","81"
"ref1","9417","9517","83"
"ref4","5928","6105","98"
"ref4","6077","6284","87"
"ref3","9828","9918","92"
"ref5","4523","4827","95"
"ref1","5272","5465","80"
"ref2","6061","6083","100"
"ref2","4604","4865","89"
"ref5","4039","4456","97"
"ref5","1826","1863","81"
"ref1","5126","5317","94"
"ref5","9751","9922","80"
"ref4","2786","2869","82"
"ref2","6915","6984","82"
"ref1","3380","3518","100"
"ref1","3728","3818","90"
"ref3","3237","3319","82"
"ref1","2967","2981","88"
"ref2","3833","4010","80"
"ref2","4378","4724","100"
"ref3","4269","4396","85"
"ref4","3686","3856","84"
"ref4","6474","6636","100"
"ref3","6817","6865","96"
"ref5","9308","9525","81"
"ref5","2959","3075","81"
"ref2","4382","4552","85"
"ref2","2042","2157","98"
"ref1","8058","8098","88"
"ref5","6482","6592","97"
"ref2","3031","3136","91"
"ref1","8885","9145","84"
"ref2","6757","6814","80"
"ref2","7038","7128","80"
"ref5","2525","2656","92"
"ref5","9481","9600","82"
"ref5","4336","4392","96"
"ref1","8814","8874","94"
"ref4","8681","8692","89"
"ref2","3862","3927","85"
"ref2","86","303","100"
"ref4","4752","4814","97"
"ref2","6622","6744","90"
"ref4","5804","5852","94"
"ref3","8275","8345","81"
"ref2","3485","3519","100"
"ref5","861","1008","91"
"ref1","4604","4654","86"
"ref3","8910","9097","84"
"ref4","2219","2256","81"
"ref1","5837","5876","91"
"ref3","8263","8320","89"
"ref2","8023","8183","86"
"ref3","8504","8513","98"
"ref5","6269","6319","91"
"ref2","186","517","96"
"ref1","2550","2658","99"
"ref3","4141","4552","88"
"ref1","6652","6727","99"
"ref1","8680","9084","93"
"ref1","3911","4429","91"
"ref1","6633","6772","81"
"ref5","8422","8514","97"
"ref3","4877","4885","80"
"ref2","2929","3102","98"
"ref1","3356","3586","98"
"ref5","931","997","87"
"ref3","8737","8871","85"
"ref2","1171","1431","86"
"ref3","4056","4257","82"
"ref2","3024","3982","94"
"ref3","1585","1606","90"
"ref1","1304","1371","82"
"ref4","8236","9203","89"
"ref5","1222","1296","83"
"ref5","303","335","100"
"ref5","1478","1532","87"
"ref1","4526","4726","93"
"ref3","5671","5701","88"
"ref4","5970","6375","84"
"ref2","4288","4936","99"
"ref4","8181","8211","96"
"ref1","1313","1437","94"
"ref2","106","566","82"
"ref4","5186","5596","100"
"ref1","1064","1638","93"
"ref1","6628","6873","84"
"ref4","7656","7732","96"
"ref2","3686","3698","90"
"ref3","9925","9979","93"
"ref2","6677","6804","87"
"ref3","6705","6731","87"
"ref1","1884","1989","86"
"ref4","6091","6753","100"
"ref1","5839","5887","80"
"ref3","1789","1876","90"
"ref3","5945","6175","99"
"ref5","7694","7994","90"
"ref4","9737","9766","94"
"ref2","8448","8656","87"
"ref2","4789","4856","89"
"ref4","7265","7282","100"
"ref5","2128","2905","96"
"ref1","3553","3584","84"
"ref2","79","97","99"
"ref5","2215","2256","83"
"ref1","1186","1202","92"
"ref1","7024","7107","90"
"ref4","5667","5867","87"
"ref1","670","687","95"
"ref2","1722","1849","91"
"ref2","8491","8526","86"
"ref3","2856","3065","89"
"ref5","2301","2355","80"
"ref2","2631","3169","87"
"ref3","2822","2881","82"
"ref5","559","617","91"
"ref5","2720","2796","82"
"ref2","9800","9918","92"
"ref5","9357","9704","81"
"ref5","6976","7016","91"
"ref5","3681","3705","85"
"ref1","4872","4887","81"
"ref4","7657","7720","93"
"ref5","5860","5881","87"
"ref1","3258","3283","85"
"ref3","6831","6847","86"
"ref2","3947","3994","82"
"ref4","463","552","94"
"ref4","8711","8784","85"
"ref1","6415","6432","81"
"ref5","3282","3368","92"
"ref2","8410","9409","83"
"ref3","7780","8421","94"
"ref3","2100","2119","97"
"ref4","5441","5547","82"
"ref5","9687","9755","80"
"ref1","8868","8946","97"
"ref1","7035","7210","84"
"ref4","3477","3985","91"
"ref4","4920","4946","88"
"ref2","2924","3257","96"
"ref3","47","83","86"
"ref4","4804","4851","95"
"ref4","4301","5300","92"
"ref3","9632","9679","85"
"ref2","8276","8340","95"
"ref5","5078","5177","88"
"ref1","9184","9344","93"
"ref5","9527","9686","93"
"ref5","7974","8106","99"
"ref5","2641","2730","83"
"ref1","5350","5538","89"
"ref3","781","1195","81"
"ref2","7710","7762","93"
"ref3","4485","4502","90"
"ref1","4362","4441","100"
"ref4","5157","5195","92"
"ref1","6410","6470","89"
"ref4","4937","5179","93"
"ref5","595","673","91"
"ref1","2712","2884","93"
"ref3","5068","5108","90"
"ref3","5947","5968","82"
"ref3","8870","9131","92"
"ref2","7762","7859","88"
"ref5","3348","3411","91"
"ref3","3616","3653","99"
"ref4","1377","1582","80"
"ref1","5853","5899","86"
"ref4","4899","4962","91"
"ref5","4248","4321","90"
"ref5","4878","5082","89"
"ref3","2801","2944","92"
"ref3","5624","5823","80"
"ref2","9637","9770","96"
"ref1","8123","8287","92"
"ref3","2573","2691","96"
"ref2","4467","4569","99"
"ref4","6714","6912","86"
"ref1","8375","8563","83"
"ref2","2274","2313","81"
"ref3","3334","3446","82"
"ref1","4352","4466","86"
"ref1","651","665","83"
"ref2","5626","5855","82"
"ref1","3890","4016","96"
"ref3","6870","6919","98"
"ref5","124","174","84"
"ref1","8339","8422","82"
"ref3","2732","2760","85"
"ref4","6347","6418","84"
"ref4","2799","2815","96"
"ref1","3359","3435","99"
"ref3","3525","3591","94"
"ref2","2180","2198","99"
"ref1","1535","1596","90"
"ref4","4170","4394","97"
"ref2","7169","7215","84"
"ref4","5692","5945","96"
"ref3","801","834","82"
"ref2","7680","7794","84"
"ref1","8354","8385","83"
"ref3","2354","2389","98"
"ref1","3453","3526","97"
"ref1","940","1212","93"
"ref2","8636","8771","94"
"ref2","6439","6481","81"
"ref1","9534","9681","98"
"ref4","6164","6393","100"
"ref2","1068","2050","81"
"ref5","6613","6713","81"
"ref3","3666","4309","84"
"ref5","714","1020","90"
"ref1","2803","2867","83"
"ref2","7605","8131","80"
"ref4","8997","9219","80"
"ref1","5993","6020","99"
"ref1","884","1101","92"
"ref1","7394","7797","86"
"ref1","9878","9966","98"
"ref5","6123","6555","99"
"ref3","3009","3034","85"
"ref4","4136","4214","80"
"ref4","6922","6966","87"
"ref4","4164","4199","82"
"ref5","717","833","93"
"ref2","3760","3956","93"
"ref4","9263","9333","97"
"ref3","2544","2820","91"
"ref2","5254","5408","85"
"ref5","6409","6872","93"
"ref3","32","268","100"
"ref2","8945","9002","93"
"ref4","5817","5844","93"
"ref3","6553","6684","94"
"ref3","7609","7712","85"
"ref2","1054","1153","81"
"ref5","8306","8399","96"
"ref5","9438","9483","100"
"ref2","425","832","80"
"ref1","6493","7492","90"
"ref4","804","1010","90"
"ref3","9032","9085","88"
"ref1","8305","9304","100"
"ref2","7612","7688","84"
"ref3","2328","2386","94"
"ref5","5272","5289","84"
"ref5","5846","5919","94"
"ref1","3369","3571","99"
"ref2","3069","3199","86"
"ref4","6909","6931","96"
"ref4","4114","4326","98"
"ref5","3803","3948","95"
"ref3","6658","6809","82"
"ref5","2306","2332","89"
"ref5","3713","3850","85"
"ref1","2541","2630","89"
"ref4","2329","2688","100"
"ref4","4173","4342","80"
"ref5","167","273","99"
"ref5","5939","6055","99"
"ref2","8108","8142","94"
"ref3","4892","4973","91"
"ref1","4804","4822","90"
"ref2","8397","8567","80"
"ref2","2872","2989","97"
"ref1","2874","2944","90"
"ref3","2191","2227","95"
"ref1","7488","7800","96"
"ref3","6852","6937","81"
"ref4","5958","6033","99"
"ref5","6766","6879","84"
"ref5","2016","2132","87"
"ref3","6765","6869","86"
"ref5","6813","6863","86"
"ref2","7384","7673","90"
"ref2","6505","6634","100"
"ref4","5565","5657","99"
"ref3","4695","4744","95"
"ref3","8331","8443","90"
"ref4","8949","8955","81"
"ref1","9296","9347","92"
"ref2","9594","9681","93"
"ref3","6072","6095","93"
"ref5","4545","4613","81"
"ref1","4914","4973","87"
"ref1","5290","5354","98"
"ref3","1426","1625","89"
"ref1","8706","8848","91"
"ref1","7772","8771","98"
"ref4","9315","9436","97"
"ref1","7108","7220","100"
"ref5","6844","7003","95"
"ref3","8741","9117","80"
"ref1","772","847","84"
"ref5","3495","3605","93"
"ref3","5829","5913","91"
"ref5","3042","3812","87"
"ref2","9046","9143","83"
"ref4","1547","1658","84"
"ref1","2267","2301","100"
"ref2","4269","4482","87"
"ref4","337","434","92"
"ref3","3309","3378","92"
"ref3","907","1205","94"
"ref5","9435","9697","85"
"ref2","6032","7031","85"
"ref4","9478","9572","97"
"ref5","6789","7149","96"
"ref5","4028","4435","90"
"ref2","6463","6565","84"
"ref1","2035","2279","90"
"ref4","1186","1545","88"
"ref2","3356","3424","94"
"ref1","4850","5098","85"
"ref2","7540","7570","91"
"ref2","208","485","81"
"ref5","3058","3137","91"
"ref3","373","507","97"
"ref1","5260","5378","93"
"ref2","2093","2122","87"
"ref3","3325","3678","99"
"ref2","6378","6632","93"
"ref1","2737","3066","83"
"ref5","4438","4598","81"
"ref3","8326","8503","100"
"ref1","6495","6692","81"
"ref5","9913","9991","90"
"ref3","2609","3098","85"
"ref1","2460","2694","100"
"ref3","1424","1684","86"
"ref5","9018","9153","83"
"ref2","2120","2190","89"
"ref3","6404","6505","97"
"ref3","7009","7110","91"
"ref4","3015","3179","98"
"ref5","4225","4328","96"
"ref2","7784","7797","95"
"ref3","3329","3335","85"
"ref2","6083","6613","84"
"ref5","4004","4034","85"
"ref5","1166","1444","82"
"ref4","4288","5123","82"
"ref3","7859","7885","88"
"ref2","4116","4206","87"
"ref3","1539","1694","90"
"ref4","926","984","92"
"ref2","731","849","89"
"ref3","4842","4869","81"
"ref3","3597","3673","90"
"ref4","7720","7797","90"
"ref1","1460","1471","83"
"ref5","6165","6267","85"
"ref1","6109","6539","98"
"ref3","8433","8514","81"
"ref4","7504","7548","98"
"ref4","5035","5459","81"
"ref3","4188","4206","89"
"ref5","8829","8864","100"
"ref2","3768","3986","82"
"ref3","2065","2440","86"
"ref5","5104","5127","93"
"ref2","8608","8673","99"
"ref5","8949","8960","90"
"ref1","295","514","87"
"ref5","6504","6676","97"
"ref5","1576","1784","82"
"ref4","8234","8269","95"
"ref1","3939","4141","81"
"ref3","5403","5468","87"
"ref3","6300","6437","82"
"ref5","5056","5079","95"
"ref4","5067","5136","94"
"ref1","5421","5635","92"
"ref1","7630","7886","96"
"ref3","4971","4997","88"
"ref2","5304","5442","86"
"ref4","6528","6628","95"
"ref5","9157","9187","81"
"ref4","9340","9353","81"
"ref4","8210","8260","85"
"ref5","8567","8683","82"
"ref3","2940","3000","100"
"ref3","4052","4173","82"
"ref2","2580","2587","80"
"ref4","6580","6594","80"
"ref1","8721","8831","83"
"ref5","4005","5004","85"
"ref2","8148","8402","91"
"ref5","9656","9690","81"
"ref2","3543","3572","96"
"ref1","4701","4757","83"
"ref1","1044","1098","96"
"ref2","7916","7952","96"
"ref3","1702","1732","88"
"ref5","5851","5894","88"
"ref4","2388","2644","89"
"ref5","8428","8434","95"
"ref5","4378","4633","99"
"ref3","2059","2111","80"
"ref2","4571","4623","100"
"ref1","1375","1412","98"
"ref5","2415","2540","95"
"ref2","5384","5671","97"
"ref5","9435","9459","82"
"ref2","7820","7917","97"
"ref5","8803","8881","81"
"ref3","8711","8772","95"
"ref4","1048","1243","84"
"ref1","5664","5910","88"
"ref3","5942","6359","98"
"ref2","5169","5314","86"
"ref4","8017","8333","92"
"ref3","1980","2112","89"
"ref2","6113","6170","82"
"ref2","3602","3667","96"
"ref5","7304","7381","93"
"ref3","8348","8365","91"
"ref4","6602","6903","86"
"ref2","8811","9042","87"
"ref3","4535","5534","94"
"ref4","5488","5564","97"
"ref2","6093","6098","93"
"ref5","1261","2260","95"
"ref1","6089","6370","80"
"ref1","6432","6572","82"
"ref2","1986","2001","100"
"ref5","8544","8605","90"
"ref1","350","407","98"
"ref5","8989","9583","94"
"ref4","3593","3777","99"
"ref2","1255","1290","97"
"ref2","7435","7489","88"
"ref5","471","612","99"
"ref2","2132","2153","100"
"ref5","8665","8793","91"
"ref2","6499","6685","89"
"ref4","1596","1726","92"
"ref5","483","699","86"
"ref2","9767","9873","81"
"ref4","2790","3250","81"
"ref4","5795","5905","85"
"ref4","6296","6381","82"
"ref1","6246","6260","81"
"ref1","6897","7056","84"
"ref1","7417","7521","89"
"ref1","6885","6928","82"
"ref1","301","388","100"
"ref4","5925","6117","91"
"ref4","6817","7507","84"
"ref2","5624","5675","98"
"ref4","4797","4834","92"
"ref4","6344","6450","86"
"ref3","9035","9230","92"
"ref1","5176","5287","83"
"ref2","6037","6140","83"
