"reference","start","end","identity"
"ref4","1274","1407","85"
"ref4","9466","9515","96"
"ref5","9159","9176","86"
"ref1","4755","4778","89"
"ref3","7119","7179","82"
"ref2","6971","7017","91"
"ref3","9718","9762","97"
"ref5","893","971","100"
"ref5","3134","3302","87"
"ref2","9020","9091","83"
"ref4","3946","4016","89"
"ref1","691","746","85"
"ref2","2634","2678","94"
"ref3","1003","1066","87"
"ref5","152","218","88"
"ref4","1497","1675","95"
"ref1","5709","5771","88"
"ref2","8448","8541","95"
"ref1","8258","8432","84"
"ref1","3980","4028","88"
"ref4","2227","2273","100"
"ref3","2244","2298","80"
"ref4","8860","9108","100"
"ref2","6187","6335","82"
"ref3","2622","2810","92"
"ref5","522","999","98"
"ref3","5593","6095","97"
"ref3","5932","6005","93"
"ref5","8905","9090","96"
"ref4","426","497","100"
"ref3","7400","7457","97"
"ref2","961","1013","90"
"ref3","3772","3931","98"
"ref1","1136","1147","87"
"ref5","6678","6752","96"
"ref3","4493","4598","82"
"ref2","1062","1164","100"
"ref2","6066","6108","87"
"ref3","8564","8660","85"
"ref4","2156","2464","92"
"ref5","9706","9881","81"
"ref5","7035","7176","85"
"ref2","8960","8977","92"
"ref1","3242","3322","80"
"ref4","6721","6980","88"
"ref1","1463","1582","88"
"ref5","1424","1913","97"
"ref3","111","193","100"
"ref4","1093","1271","96"
"ref2","6383","6567","90"
"ref5","4524","4891","90"
"ref1","1792","1914","90"
"ref1","4258","4291","96"
"ref1","4412","4513","83"
"ref5","4977","5034","81"
"ref1","9774","9987","97"
"ref1","3875","3896","93"
"ref2","2518","2523","89"
"ref1","3757","3912","92"
"ref2","517","625","86"
"ref5","3939","3981","93"
"ref3","8360","8521","86"
"ref1","9143","9193","80"
"ref2","5850","6005","99"
"ref5","796","1027","95"
"ref1","2801","2854","86"
"ref3","4397","4558","92"
"ref1","1976","2041","96"
"ref2","154","218","100"
"ref3","7597","7843","87"
"ref4","1508","1627","84"
"ref4","615","706","95"
"ref4","1746","1793","89"
"ref5","7167","7226","94"
"ref1","5935","5976","89"
"ref3","3406","3448","89"
"ref5","2002","2044","91"
"ref4","8205","8271","82"
"ref1","6247","6327","88"
"ref5","8363","8417","96"
"ref1","2515","2722","87"
"ref5","6463","6565","80"
"ref2","235","299","100"
"ref3","3360","3491","80"
"ref5","3226","3441","87"
"ref4","3014","3194","81"
"ref3","1342","1773","86"
"ref4","1918","2081","88"
"ref3","3990","4482","83"
"ref3","9068","9076","86"
"ref5","5277","5711","94"
"ref5","3027","3136","80"
"ref3","3116","3162","93"
"ref1","169","230","98"
"ref5","6269","6364","97"
"ref3","1553","1643","85"
"ref2","4430","4615","88"
"ref4","3937","3961","98"
"ref1","8278","8300","84"
"ref3","9113","9328","100"
"ref5","5604","5676","81"
"ref3","505","575","94"
"ref2","8967","9013","81"
"ref4","8916","8942","99"
"ref5","7028","7189","90"
"ref4","2508","2559","87"
"ref2","1999","2054","95"
"ref2","7564","7669","99"
"ref2","3031","3100","84"
"ref3","7454","7478","90"
"ref2","6895","6926","82"
"ref4","3969","4027","97"
"ref2","2385","2446","84"
"ref5","4901","4936","96"
"ref3","5599","5674","80"
"ref2","6593","6718","89"
"ref3","2670","2907","91"
"ref1","6440","6512","85"
"ref1","5756","6036","88"
"ref1","8029","8062","80"
"ref1","8743","8789","90"
"ref5","2816","2845","86"
"ref1","3238","3296","89"
"ref1","1410","1420","81"
"ref4","1774","1799","84"
"ref2","7293","7328","98"
"ref3","4831","4882","88"
"ref5","7258","7598","83"
"ref3","6197","6498","82"
"ref3","2713","2779","97"
"ref2","4171","4260","98"
"ref1","9335","9601","87"
"ref3","1096","1290","91"
"ref3","7974","7990","97"
"ref4","3779","3904","98"
"ref2","5063","5683","85"
"ref1","9249","9282","89"
"ref3","9164","9188","99"
"ref2","479","505","86"
"ref2","2773","2792","82"
"ref4","2621","2728","81"
"ref4","3006","3471","91"
"ref3","2084","2098","87"
"ref2","4493","4509","97"
"ref5","1573","2560","82"
"ref3","6716","7007","81"
"ref2","2315","2337","87"
"ref2","68","283","89"
"ref2","1343","1377","84"
"ref4","8454","8471","95"
"ref1","5604","5698","87"
"ref4","3699","3730","95"
"ref5","546","803","90"
"ref1","8382","8516","87"
"ref2","5436","5539","87"
"ref3","6612","6771","95"
"ref1","5064","5642","89"
"ref4","4841","5157","83"
"ref2","6173","6374","85"
"ref2","4700","4772","81"
"ref5","9630","9671","99"
"ref2","8431","8545","96"
"ref3","2210","2319","83"
"ref2","6418","6790","89"
"ref1","7915","7922","87"
"ref4","8756","9226","85"
"ref4","9095","9102","94"
"ref5","8751","9138","97"
"ref3","3087","3148","81"
"ref1","4811","4852","97"
"ref4","1777","1885","94"
"ref4","6408","6424","87"
"ref1","5474","5670","90"
"ref4","8565","8665","81"
"ref3","5944","5984","86"
"ref5","7570","7591","100"
"ref3","1671","1752","93"
"ref1","8204","8282","86"
"ref1","9276","9303","99"
"ref5","4382","4436","87"
"ref4","4079","4245","96"
"ref3","3598","3631","88"
"ref5","7662","7704","82"
"ref5","1645","1678","86"
"ref3","285","352","80"
"ref4","6601","6698","89"
"ref3","4538","4577","86"
"ref5","223","334","90"
"ref1","8806","8815","100"
"ref2","6634","6880","88"
"ref2","5227","5260","82"
"ref1","1546","1665","82"
"ref2","8272","8320","87"
"ref1","9656","9831","93"
"ref2","3958","4080","99"
"ref4","2874","3873","83"
"ref4","2626","2931","84"
"ref3","8904","9034","86"
"ref2","1366","1655","82"
"ref2","776","859","98"
"ref5","4574","4690","85"
"ref2","783","992","86"
"ref3","8261","9260","94"
"ref2","9262","9738","94"
"ref2","9521","9536","98"
"ref5","7655","8012","81"
"ref1","369","544","94"
"ref1","3674","3828","84"
"ref1","5859","6171","84"
"ref5","7847","8144","93"
"ref4","7099","7194","97"
"ref4","4838","4899","99"
"ref1","3697","3905","86"
"ref4","6097","6119","87"
"ref3","8696","8857","83"
"ref2","1151","1222","99"
"ref4","9164","9215","98"
"ref1","2417","2468","89"
"ref4","6675","6897","91"
"ref2","4680","4786","94"
"ref4","8843","8861","85"
"ref1","473","1188","87"
"ref3","4199","4255","90"
"ref4","9776","9824","96"
"ref1","2463","2699","81"
"ref3","1313","1351","89"
"ref5","4836","5097","84"
"ref2","3195","3447","96"
"ref3","7747","8150","86"
"ref3","8846","8889","94"
"ref5","8171","8259","96"
"ref4","7596","8264","80"
"ref3","7675","7757","96"
"ref5","3238","3421","95"
"ref1","7966","8192","81"
"ref2","9369","9533","97"
"ref1","2307","2472","84"
"ref1","1044","1156","87"
"ref4","6492","6549","88"
"ref3","3780","3800","91"
"ref1","5588","5676","83"
"ref3","8978","9001","89"
"ref5","1079","1250","96"
"ref1","8218","8483","94"
"ref1","9107","9224","89"
"ref4","379","479","87"
"ref1","2124","2145","82"
"ref5","3762","3922","84"
"ref5","2089","2611","98"
"ref2","2857","2904","80"
"ref2","1786","1937","93"
"ref3","8781","8850","90"
"ref5","7445","7512","98"
"ref1","1068","1107","89"
"ref5","1052","1438","95"
"ref1","2714","2833","100"
"ref1","8778","8836","99"
"ref3","2116","2217","100"
"ref5","9660","9740","84"
"ref3","2145","2305","82"
"ref3","9644","9862","83"
"ref1","5085","5117","92"
"ref3","7104","7254","84"
"ref4","6257","6400","80"
"ref2","6306","6385","96"
"ref3","4402","4505","84"
"ref2","1032","1298","87"
"ref3","4513","4618","94"
"ref3","5479","5623","100"
"ref2","6929","7030","81"
"ref3","2113","2207","91"
"ref5","3266","3308","86"
"ref3","7475","7553","83"
"ref2","2679","2822","95"
"ref2","5575","5654","85"
"ref4","3478","3568","100"
"ref2","2394","2498","100"
"ref1","6356","6429","90"
"ref5","2292","2358","96"
"ref5","4855","4940","88"
"ref4","7213","7262","95"
"ref4","1380","1480","85"
"ref2","8661","8729","85"
"ref4","784","840","84"
"ref1","1","38","87"
"ref1","3311","3379","86"
"ref5","7073","7146","88"
"ref5","7620","7702","99"
"ref3","5550","5670","97"
"ref1","2976","3013","93"
"ref5","9937","9969","100"
"ref3","4269","4457","87"
"ref3","42","88","80"
"ref2","9620","9665","88"
"ref1","6883","7466","94"
"ref4","3995","4041","82"
"ref4","9891","9980","100"
"ref2","4642","4709","96"
"ref4","4546","4754","99"
"ref5","3731","4730","93"
"ref2","5434","5759","85"
"ref3","6232","6293","93"
"ref1","1281","1326","94"
"ref4","5328","5437","80"
"ref4","2824","2863","88"
"ref3","2336","2822","100"
"ref1","5081","5382","80"
"ref3","1954","2305","81"
"ref1","8773","9057","81"
"ref1","8611","8707","86"
"ref4","1732","1823","98"
"ref5","9584","9633","84"
"ref5","8881","9081","94"
"ref1","1744","1813","91"
"ref1","6468","7440","96"
"ref4","6872","7043","97"
"ref1","8009","8443","89"
"ref3","1620","1704","92"
"ref5","4411","4422","98"
"ref2","9956","9978","80"
"ref3","4818","4850","96"
"ref1","4440","4503","98"
"ref5","6372","6410","91"
"ref5","5017","5206","85"
"ref5","2220","2360","85"
"ref3","4682","4715","85"
"ref1","9133","9193","84"
"ref5","749","793","84"
"ref4","4784","4930","94"
"ref1","9226","9260","99"
"ref3","6968","7967","91"
"ref4","2095","2153","96"
"ref4","1907","2036","91"
"ref4","5203","5231","95"
"ref5","443","518","93"
"ref4","3430","3573","83"
"ref3","1235","1253","99"
"ref3","9771","9782","97"
"ref3","1248","1278","99"
"ref3","674","732","83"
"ref2","8186","8321","86"
"ref5","7355","7566","81"
"ref4","3452","3668","97"
"ref3","3016","3095","88"
"ref1","8567","8653","92"
"ref3","3510","3617","100"
"ref4","2662","2990","95"
"ref5","484","544","85"
"ref2","283","357","89"
"ref4","8793","8801","100"
"ref2","2549","2711","91"
"ref4","625","672","81"
"ref1","5786","5880","97"
"ref2","1236","1282","96"
"ref1","5694","5740","87"
"ref4","4975","5028","94"
"ref2","6384","6583","93"
"ref5","581","760","91"
"ref5","8418","8499","92"
"ref3","6618","6702","86"
"ref2","2590","2642","95"
"ref2","8946","9229","90"
"ref3","7597","8596","98"
"ref5","8082","8240","100"
"ref5","2327","2513","93"
"ref3","4866","4890","87"
"ref2","8249","8335","100"
"ref3","3901","4030","90"
"ref3","5309","5442","97"
"ref5","1148","1280","92"
"ref5","8550","8630","98"
"ref1","3470","3523","81"
"ref4","7676","7845","87"
"ref4","7186","7208","80"
"ref5","2149","2235","89"
"ref3","2892","3026","84"
"ref5","7702","8341","84"
"ref3","8888","8995","94"
"ref5","383","417","87"
"ref2","7954","7989","86"
"ref2","5623","5798","81"
"ref1","4831","4925","81"
"ref3","52","361","89"
"ref5","2796","2949","89"
"ref4","6110","6173","100"
"ref1","2294","2372","88"
"ref2","5837","5937","91"
"ref4","3053","3182","87"
"ref4","2936","3216","88"
"ref5","7825","7834","98"
"ref3","9212","9298","99"
"ref5","9254","9325","80"
"ref4","604","628","94"
"ref5","8172","8220","97"
"ref1","5881","5912","89"
"ref4","5492","5563","100"
"ref1","9841","9929","81"
"ref3","583","676","99"
"ref1","3732","3908","99"
"ref4","6048","6151","86"
"ref2","3697","3719","100"
"ref2","9473","9493","86"
"ref4","5442","5470","88"
"ref3","2066","2540","88"
"ref2","2256","2296","95"
"ref1","3794","3868","90"
"ref5","1168","1244","94"
"ref1","6406","6435","97"
"ref1","2231","2516","87"
"ref5","5122","5273","92"
"ref5","6319","6816","86"
"ref3","174","300","82"
"ref2","2357","2429","90"
"ref4","9674","9861","96"
"ref3","4380","4430","81"
"ref5","3661","3726","83"
"ref1","8222","8810","80"
"ref1","9225","9475","90"
"ref5","726","898","100"
"ref5","4608","4680","90"
"ref5","7782","8060","81"
"ref5","304","491","95"
"ref1","7103","7122","92"
"ref1","7926","8195","97"
"ref5","4216","4373","90"
"ref3","7913","7981","97"
"ref4","4948","4978","94"
"ref1","8824","8882","98"
"ref4","962","1032","93"
"ref1","2499","2602","95"
"ref1","3900","4169","91"
"ref5","9906","9926","93"
"ref2","1375","1466","84"
"ref4","761","940","89"
"ref4","2369","2494","99"
"ref4","3307","3423","83"
"ref5","6390","6781","86"
"ref5","9479","9578","95"
"ref1","3226","3813","80"
"ref1","7713","7788","81"
"ref5","3621","3735","85"
"ref3","4142","4337","81"
"ref2","8554","8591","100"
"ref3","7466","7517","100"
"ref5","3888","4102","99"
"ref1","1937","2027","92"
"ref5","3651","3684","92"
"ref1","6703","6858","85"
"ref5","5452","5804","95"
"ref1","2113","2117","99"
"ref1","4498","4537","97"
"ref3","8635","8690","97"
"ref4","2067","2224","92"
"ref2","3402","3531","99"
"ref3","9207","9212","82"
"ref2","5694","5741","94"
"ref4","6804","6936","85"
"ref3","4355","4512","88"
"ref4","9220","9345","99"
"ref4","2532","2603","94"
"ref1","2297","2307","86"
"ref4","6307","6665","98"
"ref3","3485","3649","96"
"ref1","8417","8620","84"
"ref1","5363","5388","98"
"ref2","5744","5779","89"
"ref3","1795","1835","86"
"ref2","1008","1190","92"
"ref1","2741","2898","92"
"ref4","3858","3995","90"
"ref4","3775","3822","99"
"ref1","7721","7990","100"
"ref2","6562","6602","92"
"ref2","8258","8317","88"
"ref3","992","1038","92"
"ref5","8429","8495","96"
"ref1","4005","4164","88"
"ref3","3810","4316","100"
"ref5","6491","6964","97"
"ref2","5797","5942","100"
"ref1","4165","4192","100"
"ref5","3615","3707","89"
"ref1","2195","2481","83"
"ref1","8132","8177","97"
"ref5","206","578","85"
"ref3","7495","7690","96"
"ref2","5620","5838","81"
"ref4","7766","8446","88"
"ref2","8323","8381","93"
"ref2","6460","6536","94"
"ref3","6127","6628","81"
"ref2","6910","7502","98"
"ref2","1399","1495","87"
"ref5","3223","3309","100"
"ref1","8316","8385","80"
"ref4","9068","9262","94"
"ref3","8019","8035","97"
"ref5","2129","2301","93"
"ref2","9002","9077","96"
"ref5","2095","2164","89"
"ref3","814","1219","94"
"ref3","2381","2691","85"
"ref3","8234","8443","85"
"ref1","9728","9802","97"
"ref5","6415","6591","100"
"ref4","9334","9534","99"
"ref2","9512","9936","98"
"ref4","7035","7148","82"
"ref2","6871","6911","94"
"ref4","3109","3131","96"
"ref5","3154","3220","96"
"ref2","9673","9800","85"
"ref2","1426","1441","98"
"ref4","6302","6310","84"
"ref3","1060","1243","82"
"ref4","5547","5925","83"
"ref5","1686","1783","99"
"ref2","4159","4187","94"
"ref3","1596","1728","80"
"ref1","3274","3323","88"
"ref4","2790","2893","91"
"ref2","5542","5768","100"
"ref3","8685","8832","91"
"ref3","6296","6423","88"
"ref4","5457","5484","90"
"ref5","3602","3651","88"
"ref1","3628","3710","81"
"ref1","7886","8065","86"
"ref4","3915","4035","82"
"ref1","5671","5975","80"
"ref5","9253","9498","91"
"ref2","3313","3332","91"
"ref5","7257","7374","89"
"ref4","7934","8241","87"
"ref5","3258","3294","96"
"ref1","5854","6033","82"
"ref5","5143","5178","88"
"ref5","8086","8124","92"
"ref5","5874","5949","95"
"ref5","7779","7922","93"
"ref3","5777","6150","82"
"ref2","6494","6585","86"
"ref1","6756","6845","93"
"ref5","7183","7216","100"
"ref4","5954","6058","85"
"ref2","3583","4118","83"
"ref5","1833","2215","88"
"ref5","5034","5105","86"
"ref1","1821","2010","98"
"ref3","4722","4860","89"
"ref2","6583","7040","96"
"ref3","4825","5028","81"
"ref3","6673","7008","93"
"ref5","1793","2792","96"
"ref1","7577","7681","94"
"ref5","4016","4084","100"
"ref1","5135","5396","81"
"ref5","8782","9077","92"
"ref3","1356","1378","85"
"ref1","3443","3537","95"
"ref3","569","815","80"
"ref2","6061","6257","89"
"ref2","4447","4719","100"
"ref5","5267","5322","82"
"ref4","3622","3667","82"
"ref2","5951","6032","84"
"ref3","2510","2567","83"
"ref3","7742","7900","88"
"ref3","2374","2408","89"
"ref3","2854","2908","83"
"ref1","1629","1863","92"
"ref4","6","38","95"
"ref2","4956","5044","95"
"ref3","7923","8001","96"
"ref5","9017","9066","83"
"ref3","3178","3413","94"
"ref2","2663","3248","95"
"ref5","8913","9912","88"
"ref1","881","1120","100"
"ref4","8057","8170","98"
"ref5","7435","7710","84"
"ref3","8016","8699","97"
"ref2","9405","9519","100"
"ref5","9601","9888","80"
"ref1","6182","6417","98"
"ref2","6089","6295","95"
"ref5","9581","9660","97"
"ref5","5682","5921","84"
"ref3","3910","3978","83"
"ref3","4648","4829","89"
"ref3","6579","6776","99"
"ref3","2076","2092","86"
"ref2","6161","6196","82"
"ref4","8090","8154","97"
"ref1","1525","1948","80"
"ref3","4799","5033","82"
"ref3","3577","4006","82"
"ref5","5264","5407","98"
"ref5","2388","2609","80"
"ref4","7153","7239","91"
"ref3","6318","6420","97"
"ref4","7546","7751","94"
"ref5","3073","3178","82"
"ref4","7879","7900","81"
"ref3","7218","7289","100"
"ref3","854","1000","92"
"ref1","937","1076","84"
"ref1","8015","8050","93"
"ref5","9076","9213","92"
"ref1","3195","3512","93"
"ref3","1781","1930","81"
"ref3","7034","7296","92"
"ref5","7373","7491","94"
"ref4","4591","4737","88"
"ref5","6940","7051","99"
"ref5","6427","6580","89"
"ref2","7487","7512","94"
"ref4","2162","2287","87"
"ref3","8334","8348","92"
"ref2","8353","8607","82"
"ref4","8219","8476","90"
"ref1","9784","9804","90"
"ref3","8380","8545","92"
"ref1","1850","2692","86"
"ref5","4664","4711","87"
"ref5","1067","1520","85"
"ref3","7300","7560","84"
"ref3","7731","7819","90"
"ref3","9358","9430","84"
"ref5","4448","4645","87"
"ref5","1186","1278","82"
"ref5","4786","4856","91"
"ref3","7473","7588","83"
"ref1","3400","3446","90"
"ref1","9207","9335","92"
"ref4","510","853","89"
"ref1","5925","5958","95"
"ref3","1113","1150","93"
"ref4","4867","4948","82"
"ref2","7766","7863","91"
"ref5","7888","7997","99"
"ref3","7895","7942","96"
"ref2","4413","4479","85"
"ref5","6863","6899","85"
"ref2","3218","3299","88"
"ref2","5189","5402","97"
"ref3","2312","2379","82"
"ref1","7430","7456","83"
"ref5","7003","7100","99"
"ref3","3054","3147","88"
"ref3","2591","2979","95"
"ref2","1526","1634","87"
"ref1","2798","2901","80"
"ref5","7590","7654","94"
"ref4","1646","1782","97"
"ref1","3791","3852","96"
"ref1","5990","6022","95"
"ref1","2707","2858","88"
"ref3","2745","3087","87"
"ref4","338","427","99"
"ref2","7416","7559","94"
"ref2","2753","3177","94"
"ref2","8273","8293","81"
"ref1","2176","2356","92"
"ref3","3289","3814","86"
"ref4","8113","8206","90"
"ref4","1974","2041","89"
"ref1","4729","5096","96"
"ref1","4032","4053","91"
"ref3","6752","6777","93"
"ref1","7846","8174","96"
"ref1","274","309","91"
"ref5","7324","7388","97"
"ref1","7345","7376","84"
"ref5","7304","7353","96"
"ref1","6161","6280","97"
"ref3","7258","7308","98"
"ref3","131","434","92"
"ref5","7613","7623","82"
"ref1","9416","9813","84"
"ref1","4996","5294","100"
"ref1","6992","7159","90"
"ref5","4103","4133","93"
"ref5","8571","8603","99"
"ref4","2857","2990","90"
"ref4","347","1346","86"
"ref4","5204","5337","81"
"ref5","5881","6100","99"
"ref4","1803","1994","87"
"ref4","9073","9174","83"
"ref5","526","831","97"
"ref5","1493","1574","96"
"ref2","522","677","87"
"ref2","2226","2234","89"
"ref1","9172","9192","98"
"ref5","7160","7193","100"
"ref2","4842","5148","92"
"ref3","1405","1482","96"
"ref4","9026","9072","94"
"ref2","6689","7233","80"
"ref1","4228","4308","82"
"ref3","3872","3952","80"
"ref2","1057","1108","97"
"ref2","7539","8459","82"
"ref3","3773","3885","90"
"ref3","3076","3135","90"
"ref2","3288","3612","89"
"ref4","772","939","98"
"ref3","7879","8192","83"
"ref1","1387","1436","89"
"ref1","6108","6145","94"
"ref3","4701","5139","91"
"ref1","9559","9580","82"
"ref5","1590","1605","87"
"ref4","2784","2829","99"
"ref1","4578","4610","92"
"ref1","1461","1505","97"
"ref3","9311","9476","91"
"ref2","3218","3491","99"
"ref4","6931","6952","83"
"ref5","2897","2969","92"
"ref5","2627","2651","95"
"ref1","4430","4446","81"
"ref1","1441","1936","86"
"ref3","1880","2189","90"
"ref4","4565","4680","98"
"ref5","1243","1577","91"
"ref2","3352","3536","81"
"ref3","607","641","99"
"ref1","3760","3822","96"
"ref3","1674","1739","86"
"ref1","928","1056","100"
"ref3","6993","7076","97"
"ref5","5318","5408","98"
"ref1","3401","3497","89"
"ref4","7","97","97"
"ref1","1118","1231","88"
"ref5","8659","8699","81"
"ref2","7339","7381","84"
"ref2","5547","5552","86"
"ref2","7839","8016","80"
"ref4","4457","4519","96"
"ref4","2180","2338","81"
"ref2","8796","9311","89"
"ref3","3298","3487","83"
"ref5","512","924","80"
"ref1","563","691","87"
"ref3","2618","2777","98"
"ref2","1700","1868","90"
"ref4","2311","3261","84"
"ref5","7976","8975","100"
"ref4","7783","7822","100"
"ref5","2924","2946","81"
"ref2","5097","5237","90"
"ref3","4848","5341","92"
"ref3","4259","4328","99"
"ref3","5149","5164","80"
"ref1","9245","9300","86"
"ref3","114","478","89"
"ref2","9730","9805","97"
"ref2","3992","4022","84"
"ref3","1060","1083","93"
"ref4","2111","2203","97"
"ref5","3474","4135","99"
"ref4","9841","9975","97"
"ref3","9683","9751","96"
"ref4","7898","7920","81"
"ref2","7249","7653","93"
"ref4","2648","2870","82"
"ref3","3567","3870","85"
"ref2","4736","4948","91"
"ref1","4007","4071","87"
"ref4","2648","2870","87"
"ref5","4240","4637","97"
"ref1","3711","3849","99"
"ref4","8222","8274","85"
"ref5","8771","8865","88"
"ref1","7103","7148","95"
"ref1","3993","4196","96"
"ref2","3671","3741","80"
"ref5","8830","9519","88"
"ref5","2767","2813","92"
"ref4","7078","7111","83"
"ref3","4729","4873","81"
"ref2","9580","9631","92"
"ref2","3581","3707","88"
"ref1","5671","5770","88"
"ref5","8986","9008","96"
"ref3","1012","1108","84"
"ref2","810","828","94"
"ref5","674","848","87"
"ref3","7850","7935","82"
"ref3","2046","2081","97"
"ref5","5418","5601","96"
"ref3","7384","7565","100"
"ref2","7166","7207","93"
"ref1","7054","7223","88"
"ref2","4881","4902","98"
"ref1","8094","8159","99"
"ref2","2307","2425","84"
"ref2","1943","2547","93"
"ref3","3798","3817","94"
"ref1","2653","2685","83"
"ref3","8054","8100","87"
"ref4","672","723","84"
"ref1","6437","6502","100"
"ref4","372","736","85"
"ref3","2329","2343","92"
"ref5","6330","6346","98"
"ref2","4734","5111","93"
"ref3","5226","5309","83"
"ref1","9387","9464","88"
"ref4","4510","4512","97"
"ref2","8167","8347","82"
"ref4","5832","6100","80"
"ref1","2610","2666","81"
"ref2","5755","5845","81"
"ref4","7901","7981","87"
"ref3","3706","3715","98"
"ref5","4658","4823","85"
"ref2","9304","9333","96"
"ref1","7855","7950","82"
"ref4","6673","6735","94"
"ref5","415","493","99"
"ref5","8329","8520","98"
"ref3","2462","2719","85"
"ref3","8551","8736","84"
"ref3","2423","2583","87"
"ref1","1238","1285","84"
"ref4","5649","5710","94"
"ref2","1063","1117","97"
"ref4","1973","2043","91"
"ref4","8882","8969","92"
"ref1","633","688","88"
"ref2","6247","6583","85"
"ref2","8936","9222","89"
"ref2","6136","6372","98"
"ref3","3970","4105","84"
"ref5","9546","9609","96"
"ref1","2570","2750","88"
"ref4","9632","9702","90"
"ref2","6239","6338","87"
"ref4","4764","4772","97"
"ref5","9483","9711","85"
"ref5","7006","7082","86"
"ref2","6555","6667","94"
"ref4","5294","5513","86"
"ref2","6797","6869","96"
"ref5","7927","7970","81"
"ref1","1158","1162","81"
"ref4","7165","7199","80"
"ref3","5936","6468","88"
"ref5","5716","5759","81"
"ref5","7642","7667","86"
"ref1","9314","9493","80"
"ref1","6722","6770","88"
"ref5","450","481","82"
"ref1","3760","3784","88"
"ref4","2532","2702","88"
"ref4","4609","4655","93"
"ref1","9935","9958","87"
"ref3","7695","7753","80"
"ref5","7308","7350","98"
"ref5","5067","5538","85"
"ref1","740","802","94"
"ref5","2396","2518","89"
"ref5","3884","4426","87"
"ref5","5022","5082","84"
"ref4","5563","5647","90"
"ref5","8469","9274","85"
"ref3","3757","3784","99"
"ref3","1688","1893","88"
"ref5","4148","4200","82"
"ref4","1474","1978","94"
"ref4","6084","6303","94"
"ref1","7854","7954","97"
"ref3","1913","1941","91"
"ref2","1931","1970","89"
"ref4","1732","1826","92"
"ref1","7066","7147","98"
"ref1","3918","4193","92"
"ref3","7729","7992","80"
"ref4","2261","2341","92"
"ref4","8815","8905","83"
"ref2","2857","2891","88"
"ref1","4232","4488","81"
"ref3","3454","3592","93"
"ref3","2761","2773","82"
"ref1","9582","9683","80"
"ref4","3255","3348","84"
"ref5","3914","3967","90"
"ref4","257","454","95"
"ref5","5644","5726","91"
"ref4","6123","6244","88"
"ref5","7157","7236","86"
"ref3","7224","7254","97"
"ref5","1949","1998","93"
"ref4","4705","4766","83"
"ref5","6215","6295","88"
"ref1","730","1729","82"
"ref2","6527","6615","90"
"ref1","7832","8097","88"
"ref2","3620","3678","81"
"ref1","2927","3354","80"
"ref5","759","1003","80"
"ref3","1021","1099","84"
"ref5","6492","6665","83"
"ref5","4301","4658","94"
"ref4","5672","5897","93"
"ref5","9402","9543","99"
"ref4","9285","9552","92"
"ref4","7763","8241","88"
"ref4","2475","2584","85"
"ref4","1566","1594","95"
"ref1","708","916","98"
"ref3","8298","8550","90"
"ref3","7266","7299","94"
"ref5","8944","9943","96"
"ref4","6323","6496","94"
"ref5","1277","1306","82"
"ref2","2879","3183","84"
"ref4","6983","7004","95"
"ref2","1639","1713","87"
"ref4","4096","4185","92"
"ref1","1341","1418","86"
"ref4","9627","9710","97"
"ref3","7442","7584","96"
"ref3","5336","5387","96"
"ref1","440","583","95"
"ref2","4577","4621","92"
"ref5","3369","3613","86"
"ref1","1665","1683","91"
"ref4","2131","2209","92"
"ref5","8740","8867","83"
"ref5","6506","6583","89"
"ref1","5991","6061","85"
"ref1","4144","4315","85"
"ref5","9789","9860","97"
"ref2","7061","7432","97"
"ref4","9184","9204","99"
"ref5","2088","2118","86"
"ref1","1023","1201","81"
"ref2","6294","6328","82"
"ref3","6642","6713","99"
"ref3","3253","3331","93"
"ref3","9438","9526","87"
"ref1","536","628","84"
"ref2","780","827","94"
"ref2","1950","2632","89"
"ref2","9419","9669","100"
"ref4","6440","6511","86"
"ref5","3335","3428","85"
"ref4","937","979","97"
"ref4","6484","6531","100"
"ref4","9860","9914","92"
"ref2","5455","5614","90"
"ref3","8996","9290","81"
"ref5","8121","8389","81"
"ref3","564","638","87"
"ref5","7810","8303","96"
"ref4","6951","6963","96"
"ref2","2800","2958","85"
"ref3","5343","5479","81"
"ref3","6233","6250","96"
"ref4","1103","1195","82"
"ref4","3503","3549","91"
"ref4","2071","2159","86"
"ref4","4050","4148","82"
"ref1","9017","9126","85"
"ref4","5032","5075","100"
"ref5","5475","6474","83"
"ref5","3043","3499","80"
"ref5","2244","2251","97"
"ref2","4877","5080","80"
"ref3","583","719","92"
"ref4","5940","6026","89"
"ref5","825","959","99"
"ref5","9629","9652","99"
"ref2","2109","2140","80"
"ref4","3210","3232","95"
"ref3","7010","7056","88"
"ref2","4183","4221","91"
"ref2","7645","7747","95"
"ref1","4671","4750","91"
"ref1","8452","8760","91"
"ref3","4474","4737","85"
"ref1","4507","4634","99"
"ref3","2159","2431","92"
"ref5","5097","5134","80"
"ref3","1471","1482","98"
"ref5","9032","9157","93"
"ref1","6468","6547","98"
"ref5","3303","3357","89"
"ref5","9952","9991","86"
"ref4","8528","8732","90"
"ref4","2143","2241","92"
"ref4","7288","7560","97"
"ref1","6651","6669","80"
"ref3","9862","9983","80"
"ref4","6078","6170","81"
"ref5","2774","2837","98"
"ref1","5828","6164","100"
"ref3","8473","9153","85"
"ref2","4382","4405","96"
"ref2","6643","6851","87"
"ref4","794","1016","83"
"ref3","5912","6124","97"
"ref3","8629","8715","83"
"ref5","7121","7455","82"
"ref5","3640","3671","97"
